var,state,year,value
,base,2038,84.3258
,base,2039,85.5577
,base,2040,86.7868
,base,2041,88.0135
,base,2042,89.2379
,base,2043,90.4603
,base,2044,91.6812
,base,2045,92.9006
,base,2046,94.1192
,base,2047,95.3375
,base,2048,96.5562
,base,2049,97.7759
,base,2020,18.2585
,base,2021,18.4793
,base,2022,18.4594
,base,2023,18.6019
,base,2024,18.9186
,base,2025,19.2111
,base,2026,19.5351
,base,2027,19.8552
,base,2028,20.1758
,base,2029,20.4953
,base,2030,20.8137
,base,2031,21.1309
,base,2032,21.4468
,base,2033,21.7616
,base,2034,22.0753
,base,2035,22.388
,base,2036,22.6999
,base,2037,23.0116
,base,2038,23.3231
,base,2039,23.6347
,base,2040,23.9464
,base,2041,24.2583
,base,2042,24.5705
,base,2043,24.8832
,base,2044,25.1964
,base,2045,25.5104
,base,2046,25.8252
,base,2047,26.1411
,base,2048,26.4582
,base,2049,26.7769
,base,2020,15.1211
,base,2021,15.3538
,base,2022,15.4079
,base,2023,15.6273
,base,2024,15.7564
,base,2025,16.0941
,base,2026,16.4124
,base,2027,16.7306
,base,2028,17.0471
,base,2029,17.3615
,base,2030,17.674
,base,2031,17.9849
,base,2032,18.2943
,base,2033,18.6023
,base,2034,18.909
,base,2035,19.2147
,base,2036,19.5194
,base,2037,19.8238
,base,2038,20.1278
,base,2039,20.4317
,base,2040,20.7356
,base,2041,21.0394
,base,2042,21.3434
,base,2043,21.6475
,base,2044,21.9519
,base,2045,22.2566
,base,2046,22.5618
,base,2047,22.8677
,base,2048,23.1744
,base,2049,23.4821
,base,2020,107.5379
,base,2021,109.5946
,base,2022,108.7442
,base,2023,109.7863
,base,2024,111.3218
,base,2025,113.3106
,base,2026,115.2801
,base,2027,117.2396
,base,2028,119.1926
,base,2029,121.135
,base,2030,123.0684
,base,2031,124.994
,base,2032,126.9126
,base,2033,128.8244
,base,2034,130.7306
,base,2035,132.6319
,base,2036,134.5299
,base,2037,136.4277
,base,2038,138.3262
,base,2039,140.226
,base,2040,142.1279
,base,2041,144.0324
,base,2042,145.9401
,base,2043,147.8516
,base,2044,149.7677
,base,2045,151.6892
,base,2046,153.6169
,base,2047,155.5523
,base,2048,157.4967
,base,2049,159.4515
,base,2020,42.4729
,base,2021,43.1787
,base,2022,42.5067
,base,2023,42.5435
,base,2024,43.4459
,base,2025,43.8614
,base,2026,44.4803
,base,2027,45.0633
,base,2028,45.6438
,base,2029,46.2184
,base,2030,46.7882
,base,2031,47.3539
